,id,web-timestamp,arrival-time,query-execution-time
0,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.410969,2.7064311504364014
1,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:10.194039,2.7829978466033936
2,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:13.399207,3.2051138877868652
3,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:16.633870,3.2346086502075195
4,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:19.873751,3.2398078441619873
5,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:23.147192,3.2733943462371826
6,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:25.668103,2.520859479904175
7,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:28.186156,2.5179760456085205
8,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:30.716049,2.5298492908477783
9,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:33.512952,2.7968263626098633
10,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:36.025973,2.512972831726074
11,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:38.546872,2.520855665206909
12,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:41.074063,2.5270910263061523
13,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:44.349062,3.2749571800231934
14,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:13:46.896067,2.5469605922698975
15,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:13:49.432964,2.5368287563323975
16,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:13:51.946906,2.5138862133026123
17,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:13:54.472063,2.525103807449341
18,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:13:56.986756,2.514631986618042
19,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:13:59.512863,2.5260701179504395
20,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:14:02.881075,3.3681647777557373
21,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:14:05.393934,2.512782573699951
22,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:14:07.908917,2.5149173736572266
23,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:14:11.073249,3.1642777919769287
24,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:14:13.593086,2.519775152206421
25,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:14:16.113043,2.519557476043701
26,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:14:18.666885,2.553450345993042
27,5331,2022-02-19 15:13:46.346447-01:00,2022-02-19 15:14:21.193096,2.5261473655700684
