,id,web-timestamp,arrival-time,query-execution-time
0,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.228914,0.01322484016418457
1,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.241253,0.012301445007324219
2,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.252073,0.010769844055175781
3,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.263285,0.011140584945678711
4,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.273411,0.010078907012939453
5,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.282355,0.008908748626708984
6,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.294873,0.012459039688110352
7,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.307236,0.012269973754882812
8,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.319328,0.0120391845703125
9,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.331322,0.011951684951782227
10,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.341855,0.010474681854248047
11,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.352211,0.010312795639038086
12,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.363681,0.011426448822021484
13,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.373533,0.009801149368286133
14,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.385549,0.011949300765991211
15,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.397533,0.011934518814086914
16,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.406867,0.009215593338012695
17,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.419339,0.012407064437866211
18,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.431931,0.012551546096801758
19,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.443442,0.011453628540039062
20,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.454995,0.011456489562988281
21,5329,2022-02-19 15:12:28.536870-01:00,2022-02-19 15:13:07.467832,0.012787342071533203
22,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.479365,0.011493206024169922
23,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.491339,0.011935710906982422
24,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.502065,0.010682344436645508
25,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.511152,0.0090484619140625
26,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.520591,0.009392976760864258
27,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.530909,0.010276317596435547
28,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.553689,0.022708892822265625
29,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.566278,0.012519359588623047
30,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.579026,0.012685298919677734
31,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.590951,0.011883258819580078
32,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.601732,0.010735273361206055
33,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.612602,0.010827302932739258
34,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.622260,0.009621143341064453
35,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.630989,0.008692502975463867
36,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.641921,0.010891199111938477
37,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.652665,0.010705709457397461
38,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.662037,0.009334087371826172
39,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.673460,0.011387348175048828
40,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.684674,0.01117706298828125
41,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.695737,0.011014223098754883
42,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.706923,0.011142969131469727
43,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.718901,0.011934757232666016
44,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.730992,0.01204824447631836
45,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.743019,0.011983633041381836
46,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.753509,0.010435104370117188
47,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.762985,0.009421110153198242
48,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.773542,0.010512590408325195
49,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.785906,0.012325048446655273
50,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.796361,0.010410785675048828
51,5330,2022-02-19 15:13:07.342094-01:00,2022-02-19 15:13:07.819268,0.022861719131469727
